ORD,Community,Tequitl,NameShort,Cabecera,TequitlCenter,TequitlOrd,Barrios,East,North,DoubleCount,Inns,Markets,ProvCenters,WetIrrigAG,WetlandAG,IrrigationAG,TemporalAG,Pop1588,TotalHH,Muertos,Tlatoque,Pilli,Pilli_PNO,Aruacil_N,Icnocihua_N,Huehue_N,Coxcoxqui_N,Ixcoxcoxqui_N,Tepilhuime,Pilaquistiltin,Mopilaque,Farmers_Ix,Tlacoti,Huehue_C,Icnocihua_C,DelcadoYcniuan,Icnoquichtli,Oquichtli,Ocholco,IcnopiltzintliChancua,Cocoxsque_C,Tozanpotzaliciui,Mocuaxelo,Xochicihui,Macocoua,Cuauhyeso,Ixcocoxque_C,Icxicocoxqui,Ixpazaual,Ixpopoyototl,Hapanhuitzoqui,Huillantzi,Ixitepotzin,Macocoxqui,Mimiqui,Tepotzotli,Nanahuati,Xocuepitzin,Tepotzonquizqui,Macotequi,Farmers_C,Macuiltecpanpixqui_C,Macuiltecpanpixqui_Ix,Macuiltecpanpixqui_N,Nauhtecpanpixqui_C,Nauhtecpanpixqui_Ix,Yeitecpanpixqui_C,Yeitecpanpixqui_N,Ometecpanpixqui_C,Centecpanpixqui_C,Centecpanpixqui_Ix,Centecpanpixqui_Mer,Centecpanpixqui_N,Coxcoxcapixqui_C,Tequicapitan_C,Tequicapitan_Ix,Tequicapitan_N,Capitan_C,Capitan_Ix,Tequitlatoque_C,Topille_C,Topille_Ix,Topille_N,Tepixqui_C,Tepixqui_Ix,Tepixqui_N,Merino_C,Merino_Ix,Merino_Mop,Merino_N,Tepia_C,Petlatecac,Petlachiuhque,Tolpetlachiuhque,Tlatlama,Anqui,Tlaxcalchiua,Cotzinero,Cuauxinqui,Tlaxinqui,Tezozoqui,Tetzotzonque,Texinqui,Cacchiuhque,Caczoque,Tzauhqui,Amantecatl,Toltecatl,Merchants,OyaquiSanFran,Nauapatlaca,Otonpantlaca,YchanQuimistlan,Tepati,Tlama,Quilanemi,Tlacuilo,Cuicani,Teopantlaca,Comunidadnemi,Tlapitzqui,Tlatlapo,Tepotzon,Tecuayatequi,Tapaleuia,Tequichiuhqui,Momatzoqui,Tezinecuil,Ceninquinpia,Cuautecatl,Unspecified
1,San Francisco Ocotelolco,Oco_1,Ocotelolco,Ocotelolco,San Francisco Ocotelolco,1,,580251.2425,2137402.563,0,0,2,0,0,0,0,1,111,300,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,San Miguel Tlamaoco,Oco_1,Tlamaoco,Ocotelolco,San Francisco Ocotelolco,2,16,579803.0153,2136885.084,0,0,0,0,0,0,0,1,193,599,0,0,75,112,0,0,0,0,0,0,0,0,20,0,0,47,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,San Pedro Tecpan,Oco_1,Tecpan,Ocotelolco,San Francisco Ocotelolco,3,2,580520.4415,2137677.264,0,0,0,0,0,0,0,1,43,171,0,0,11,86,0,0,0,0,0,0,19,0,7,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,San Marcos Contlantzinco,Oco_1,Contlantzinco,Ocotelolco,San Francisco Ocotelolco,4,1,580213.0766,2138249.723,0,0,0,0,0,0,0,1,20,78,0,0,4,28,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Santa Maria Tlacopan,Oco_1,Tlacopan,Ocotelolco,San Francisco Ocotelolco,5,9,579997.5031,2137089.409,0,0,0,0,0,0,0,1,103,277,0,0,0,26,0,0,0,0,0,38,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,San Gabriel Cuauhtlan,Oco_1,Cuauhtlan,Ocotelolco,San Francisco Ocotelolco,6,12,580362.2015,2135516.479,0,0,0,0,0,0,0,1,120,373,0,0,9,0,0,0,0,0,0,0,0,0,21,0,0,20,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,292,4,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,San Bernardo Cohuazacapechpan,Oco_1,Cohuazacapechpan,Ocotelolco,San Francisco Ocotelolco,7,7,578546.0915,2135238.859,0,0,0,0,0.5,0,0.5,0.5,55,271,0,0,7,0,0,0,0,0,0,0,0,0,2,0,6,13,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,San Hipolito Chimalpan,Oco_2,Chimalpan,Ocotelolco,San Hipolito Chimalpan,1,10,579145.6288,2136373.721,0,0,0,0,0.65,0,0.65,0.35,150,373,0,0,34,29,0,0,0,0,0,0,0,0,28,0,11,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,25,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,San Lucas Cuauhtelolpan,Oco_2,Cuauhtelolpan,Ocotelolco,San Hipolito Chimalpan,2,14,577751.109,2133716.009,0,0,0,0,0.1,0,0.1,0.9,275,672,0,0,16,7,0,0,0,0,0,0,0,0,0,0,64,44,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,412,3,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,0,1,0,0,0,0,2,8,0,1,0,0,0,0,19,0,0,46,2,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,San Gregorio Metepec,Oco_2,Metepec,Ocotelolco,San Hipolito Chimalpan,3,10,577999.423,2131100.177,0,0,0,0,0,0,0,1,220,501,0,0,16,26,0,0,0,0,0,0,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,San Jose Acuitlapilco,Oco_3,Acuitlapilco,Ocotelolco,San Jose Acuitlapilco,1,12,579761.6711,2132909.221,0,0,0,0,0.3,0,0.3,0.7,,456,0,0,26,1,0,1,0,0,0,0,0,0,41,0,18,30,0,0,0,0,0,8,0,0,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,264,3,1,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,13,0,19,0,0,2,0,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,San Sebastian Atlapan,Oco_3,Atlapan,Ocotelolco,San Jose Acuitlapilco,2,6,581588.5203,2132698.61,0,0,0,0,0.35,0,0.35,0.65,108,187,0,0,10,0,0,0,0,0,0,0,0,0,14,0,3,11,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,113,0,2,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,San Luis Teolocholco,Oco_3,Teolocholco,Ocotelolco,San Jose Acuitlapilco,3,10,584997.0351,2128045.002,0,0,0,0,0,0,0,1,92,439,0,0,15,0,0,0,0,0,0,0,0,0,18,0,23,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,298,0,2,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,San Antonio Cuanmantla,Oco_3,Cuanmantla,Ocotelolco,San Jose Acuitlapilco,4,5,583949.2456,2125882.293,0,0,0,0,0.1,0,0.1,0.9,57,225,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,San Zacarias Aztama,Oco_3,Aztama,Ocotelolco,San Jose Acuitlapilco,5,6,582028.1612,2126542.978,1,0,0,0,0.5,0,0.5,0.5,48,202,0,0,1,0,0,0,0,0,0,0,0,0,22,0,2,8,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,151,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Santa Maria Magdalena Tlatelolco,Oco_4,Tlatelolco,Ocotelolco,Santa Maria Magdalena Tlatelolco,1,16,584597.2432,2131619.404,1,0,0,0,0.5,0,0.5,0.5,,645,0,0,21,27,0,0,0,0,0,0,0,0,44,0,25,48,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,3,0,0,0,0,0,0,12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
17,Santa Isabel Xiloxochtlan,Oco_4,Xiloxochtlan,Ocotelolco,Santa Maria Magdalena Tlatelolco,2,19,582601.1186,2130592.06,0,0,0,0,0.4,0,0.4,0.6,,648,0,0,0,0,0,0,0,0,0,0,0,0,36,0,19,40,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,468,2,1,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,16,0,1,5,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,San Cosme Mazatecochco,Oco_4,Mazatecochco,Ocotelolco,Santa Maria Magdalena Tlatelolco,3,5,585122.597,2120858.817,0,0,0,0,0,0,0,1,33,241,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Santa Catarina Ayometlan,Oco_4,Ayometlan,Ocotelolco,Santa Maria Magdalena Tlatelolco,4,6,582582.4778,2122958.447,1,0,0,0,0.15,0,0.15,0.85,67,200,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,San Toribio Xicotzinco,Oco_4,Xicotzinco,Ocotelolco,Santa Maria Magdalena Tlatelolco,5,2,580590.3391,2120261.706,0,0,0,0,0.75,0.4,0.35,0.25,17,113,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,San Jeronimo Yaomicatlan,Oco_5,Yaomicatlan,Ocotelolco,San Jeronimo Yaomicatlan,1,5,577437.2941,2127796.996,1,0,0,0,0.65,0.5,0.15,0.35,,193,0,0,4,0,0,0,0,0,0,0,0,4,15,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,1,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,San Jeronimo Cuahuizmatlac,Oco_5,Cuahuizmatlac,Ocotelolco,San Jeronimo Yaomicatlan,2,8,575325.8426,2127523.426,0,0,0,0,0.65,0.35,0.3,0.35,,283,2,0,0,0,0,0,0,0,0,0,0,0,21,0,24,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,175,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,San Andres Coyohuacan,Oco_5,Coyohuacan,Ocotelolco,San Jeronimo Yaomicatlan,3,6,576178.35,2130474.399,0,0,0,0,0.1,0,0.1,0.9,,318,0,0,27,0,0,0,0,0,0,0,0,22,13,0,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,173,4,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
24,San Damian Texoloc,Oco_5,Texoloc,Ocotelolco,San Jeronimo Yaomicatlan,4,4,575195.637,2131805.408,0,0,0,0,0.5,0.5,0,0.5,,235,0,0,0,0,0,0,0,0,0,0,0,0,44,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,109,0,4,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,San Bartolome Tenanco,Oco_5,Tenanco,Ocotelolco,San Jeronimo Yaomicatlan,5,4,574387.7798,2128885.019,0,0,0,0,0.5,0.3,0.2,0.5,,215,0,0,3,0,0,0,0,0,0,0,0,0,18,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134,2,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,0,8,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
26,Santa Isabel Tetitlatlauhcan,Oco_5,Tetitlatlauhcan,Ocotelolco,San Jeronimo Yaomicatlan,6,3,574090.4877,2126666.183,0,0,0,0,0.85,0.85,0,0.15,,180,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,98,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
27,Santo Tomas Xochtlantzinco,Oco_5,Xochtlantzinco,Ocotelolco,San Jeronimo Yaomicatlan,7,2,573656.2632,2125178.773,0,0,0,0,1,1,0,0,,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
28,Santa Barbara Tamazolco,Oco_5,Tamazolco,Ocotelolco,San Jeronimo Yaomicatlan,8,6,573512.6741,2123178.598,0,0,0,0,1,1,0,0,,218,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,125,2,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,35,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,Santa Cecilia Cozamalco,Oco_5,Cozamalco,Ocotelolco,San Jeronimo Yaomicatlan,9,3,571509.1033,2124685.224,0,0,0,0,1,1,0,0,,70,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,San Francisco Xochtlan,Oco_5,Xochtlan,Ocotelolco,San Jeronimo Yaomicatlan,10,2,570947.3641,2122086.218,0,0,0,0,1,1,0,0,,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Santa Agueda Michtetelco,Oco_5,Michtetelco,Ocotelolco,San Jeronimo Yaomicatlan,11,6,574703.7363,2122392.782,0,0,0,0,1,1,0,0,,193,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,130,0,2,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
32,Santiago Michac,Oco_5,Michac,Ocotelolco,San Jeronimo Yaomicatlan,12,4,569542.053,2125161.829,0,0,0,0,1,1,0,0,,109,0,0,38,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,San Miguel Tenantzinco,Oco_5,Tenantzinco,Ocotelolco,San Jeronimo Yaomicatlan,13,2,583939.3033,2117289.173,0,0,0,0,0,0,0,1,21,109,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,San Pablo Cuauhtotohuatlan,Oco_5,Cuauhtotohuatlan,Ocotelolco,San Jeronimo Yaomicatlan,14,5,587207.5915,2114247.468,0,0,0,1,0.3,0,0.3,0.7,80,150,0,0,6,0,1,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,101,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,San Franscisco Topoyanco,Oco_6,Topoyanco,Ocotelolco,San Franscisco Topoyanco,1,26,580310.9943,2128313.244,0,1,1,1,0.5,0,0.5,0.5,500,1097,0,0,113,55,0,1,0,0,0,0,0,34,61,0,82,45,0,0,9,0,0,12,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,551,4,0,1,0,0,0,0,0,24,0,0,2,0,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,47,0,8,0,1,5,0,0,0,0,0,0,0,0,9,0,3,0,9,0,0,0,1,0,2,0,0,0,0,0,0,0
36,San Juan Evangelista Huactzinco,Oco_6,Huactzinco,Ocotelolco,San Franscisco Topoyanco,2,11,578759.0656,2127267.218,0,0,0,0,0.85,0.35,0.5,0.15,350,592,0,0,53,0,0,0,0,0,0,0,0,2,40,3,19,36,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,330,2,0,0,0,0,1,0,0,11,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,10,0,0,0,0,14,0,16,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,San Lorenzo Axocomanitlan,Oco_6,Axocomanitlan,Ocotelolco,San Franscisco Topoyanco,3,5,578933.7939,2125867.224,0,0,0,0,0.9,0.25,0.65,0.1,128,200,0,0,5,0,0,0,0,0,0,0,0,0,17,0,8,14,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,3,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
38,Santa Ines Cozacatelco/Zacatelco,Oco_6,Zacatelco,Ocotelolco,San Franscisco Topoyanco,4,28,579857.0801,2124855.213,0,0,0,0,1,0.4,0.6,0,503,1137,0,0,14,0,0,0,0,0,0,0,0,26,62,0,97,62,0,0,0,0,0,11,1,0,0,0,0,6,0,1,1,0,2,0,1,1,1,0,0,0,0,749,3,2,0,0,0,0,0,0,25,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,2,14,0,0,0,0,0,0,17,0,6,2,1,4,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,0,0
39,San Esteban Tizatlan 1,Tiz_1,Tizatlan1,Tizatlan,San Esteban Tizatlan 1,1,8,582114,2138372,0,0,0,0,0.25,0,0.25,0.75,66,340,5,0,20,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,San Buenaventura Atempan,Tiz_1,Atempan,Tizatlan,San Esteban Tizatlan 1,2,2,582620,2137555,0,0,0,0,0.5,0,0.5,0.5,108,175,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Santiago Teotlalpan,Tiz_1,Teotlalpan,Tizatlan,San Esteban Tizatlan 1,3,3,581382,2137901,0,0,0,0,0.25,0,0.25,0.75,135,194,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
